SL,TIME,BP,CIRCLUATION,HR,EEG,ACTIVITY
86063.6,11238.9,20,3450,220,-3000,3
86072,12689.6,11,3621,242,-3899,0
86085,11450.3,25,3450,220,-2490,4
86088,10348.7,21,3450,220,-2450,3
86091.3,11399.5,26,3450,220,-2680,4
86104.5,12963.1,54,3799,291,-6775.34,0
86110.6,10240.9,20,3450,220,-3120,4
86115,13741.9,22,2752,251,-9409,0
86134.1,11050.2,30,3450,220,-3830,4
86138.8,10946.8,33,3450,220,-3400,4
86142,9734.88,16,4053,219,-5595,0
86233,12445.1,29,3708,239,-3336,0
86241.9,10250.9,17,3450,220,-3030,4
86290,11184.4,38,3970,235,-6738,0
86305,12299.7,186,3968,245,-6213,0
86323,11452,34,4154,268,-7748,0
86386,11124.5,25,3450,220,-2460,4
86424.2,10223.4,16,3450,220,-3360,4
86431.6,12909.9,36,3450,220,-2560,4
86442.7,11019.5,20,3450,220,-3940,3
86447.4,11107.9,20,3450,220,-3290,3
86460.1,11249,32,3450,220,-2750,4
86473.6,10732,12,3450,220,-2810,3
86498,14064.9,38,3800,309,-7110,0
86512.4,11053.9,28,3450,220,-3790,4
86516,10887.1,38,3883,232,-6323,0
86517.3,10306.3,17,3450,220,-3240,4
86520.2,10772.9,26,3450,220,-2920,5
86540,12441.9,71,4067,275,-6083,0
86550.4,10899.6,22,3450,220,-2650,3
86561.7,10067.3,50,3885,254,-5940,3
86577.3,10869.7,22,3450,220,-2520,3
86583.5,10239.9,60,3885,254,-7600,4
86607.4,10125.5,23,3450,220,-2160,3
86618.9,10938.1,24,3450,220,-2430,3
86670.6,11872.1,22,3450,220,-3940,4
86681,11363.2,28,3450,220,-2630,4
86720,11726.2,67,3535,201,-6151,0
86753.4,10944.8,27,3450,220,-3650,4
86774,12703.8,244,3978,295,-7466,0
86856.6,10879.6,44,3450,220,-805,4
86891,14747.5,49,3221,305,-3507,0
86899.5,11209.4,12,3450,220,-2510,3
86900.7,10922.4,20,3450,220,-2440,3
86906,14941.2,76,3801,299,-7672,0
86927,13012.9,67,3801,282,-5746,0
87068.3,11067.1,17,3450,220,-3190,3
87069,13565.4,48,4245,293,-6351,0
87086,14156.5,77,3625,293,-7748,0
87094,10912.8,15,3450,220,-2310,3
87103.4,11253.4,17,3450,220,-3160,3
87103.4,11300.6,17,3450,220,-3220,3
87113.2,11468.8,28,3450,220,-2090,4
87124,11870.3,22,3450,220,-2530,3
87127,13941.8,29,3626,314,-6004,0
87127,14082.2,67,3803,312,-8126,0
87184.5,11713.7,16,3450,220,-2500,4
87245.7,11437.3,25,3450,220,-3350,4
87274.2,10627.2,47,3885,254,-5480,3
87327.7,11539,20,3450,220,-2200,4
87333.1,10996.9,14,3450,220,-2390,3
87353,12379.2,65,3972,271,-5480,0
87401.8,10433,46,3885,254,-5220,3
87425,11611.9,23,3450,220,-2710,3
87426.5,11068.4,14,3450,220,-2890,3
87432.8,15476.9,54,2059,223,-3100,2
87477.6,11042.1,26,3450,220,-1720,4
87504.9,14109,207,3464,296,-7195.81,0
87506.3,11014.1,15,3450,220,-2750,3
87520.3,11995.1,18,3450,220,-2280,4
87581.3,11032.8,16,3450,220,-2500,3
87581.9,11427.1,28,3450,220,-3320,4
87597.7,11828.2,18,3450,220,-2880,4
87721,15630.8,100,3553,322,-7885,0
87759.2,10498.9,41,3885,254,-5160,3
87782.3,11322.4,23,3450,220,-2540,4
87784.4,11309.1,16,3450,220,-2190,3
87819.6,11556.6,20,3450,220,-1590,4
87896.6,11863.2,25,3450,220,-2770,3
87979.9,11036.6,44,3450,220,-3630,4
88007,11511.5,50,4708,275,-6440,0
88080,12033.3,64,3800,260,-3687,0
88088,13007.2,30,2900,232,-5658,0
88139,13686.1,76,3715,301,-7833,0
88168,12266.5,37,3974,268,-6351,0
88232.9,11552.4,29,3450,220,-3110,4
88277.8,10552.7,32,3450,220,-4830,2
88315,11786.8,52,3624,262,-6958,0
88353.7,12205.8,16,3450,220,-2360,4
88578,13114.3,41,3537,264,-6136,0
88591.3,13731.9,40,3799,291,-6892.04,0
88776,13836,44,1692,160,-2782,0
88831,13435.8,58,3051,250,-4810,0
88837,12710,52,3891,302,-6240,0
88949.2,12211.9,28,3450,220,-3330,4
88963,12267.4,27,4421,277,-5225,0
89001,14774,61,3630,288,-6210,0
89121,16460.8,180,3719,339,-7368,0
89155,14546.5,49,3540,267,-5977,0
89167,11137.7,80,4330,202,-4556,0
89249,13245.3,51,3889,267,-7661,0
89290.7,12184.6,46,3885,254,-6700,3
89325.5,13212.3,56,3885,254,-4850,4
89600,12838.8,31,3546,289,-8601,0
89638,14495,76,3796,279,-6244,0
89679.5,13663.6,66,3885,254,-3810,5
89880.5,14035.6,32,3885,254,-2920,4
89889.3,13138.9,62,3885,254,-5580,3
89909,12368.6,38,3555,268,-6390,0
89923.8,11575.3,60,3885,254,-6660,5
89925.1,11661.2,37,3450,220,-876,4
90004,12494.5,46,2824,206,-5348,0
90020,15790.4,111,3888,329,-8703,0
90020,15482.1,189,3888,327,-8011.41,0
90037,12755.9,170,4066,288,-6933,0
90104,11396.5,43,4063,268,-6823,0
90104.6,13158.3,41,3885,254,-2980,5
90117,13242.9,38,3797,263,-6668,0
90144,13316.9,49,4151,277,-5879,0
90190.5,11126.6,57,3885,254,-7430,4
90192,16775.9,60,3140,367,-7555,0
90207.5,12402,22,3450,220,-4160,4
90305.4,15208.6,53,2059,223,-2280,3
90323,12907.1,52,3719,277,-6766,0
90324.1,13355.7,60,3885,254,-4660,3
90331.7,12918.7,45,3885,254,-5710,3
90378,16269.7,49,3803,340,-8843,0
90410.3,13694.3,51,3885,254,-6030,3
90423,12289.5,52,3885,254,-6120,3
90423,13733,51,3617,251,-5367,0
90425.9,13913.6,40,3885,254,-4600,3
90443,12521.8,47,3885,254,-5230,3
90453.6,12245.3,29,3450,220,-1490,4
90464,11068.7,48,3885,254,-6830,4
90465.4,13364.7,44,3885,254,-4010,3
90468.9,13204.3,47,3885,254,-5530,3
90473.1,13696.4,55,3885,254,-5410,3
90494.4,13494.1,44,3885,254,-5730,3
90505,13571,44,3885,254,-5920,3
90509.7,13192.6,48,3885,254,-5390,3
90516.9,13044.9,49,3885,254,-5390,3
90520.9,13159.6,47,3885,254,-5460,3
90527,13172.4,47,3885,254,-4960,3
90540,11015.9,41,4333,249,-6481,0
90540.2,11618.6,41,3450,220,-3150,4
90547.2,13479.2,45,3885,254,-5120,3
90561.6,14060.5,48,3885,254,-4240,3
90583,15072.6,18,3295,258,-5689,0
90593,10235.6,17,4144,222,-4532,0
90598.5,12300.2,51,3885,254,-4360,4
90600.2,13481.8,43,3885,254,-5430,3
90607.5,13060.3,56,3885,254,-6100,3
90628.1,12951.5,63,3885,254,-5310,3
90636.6,15667.5,53,2059,223,-1990,3
90676.4,12635.2,53,3885,254,-5460,3
90678.4,13247.8,51,3973,254,-5232.32,0
90687,13412.4,50,3883,291,-7771,0
90788.3,12258.1,51,3885,254,-6100,2
90806.9,13484,45,3885,254,-5880,3
90810.6,13541.8,44,3885,254,-3400,4
90825.8,13993.3,49,3885,254,-4080,4
90833.2,15139,53,2059,223,-2490,3
90833.9,12353,64,3885,254,-5740,3
90867.7,13244.2,41,3885,254,-4580,3
90901.5,12334.8,47,3885,254,-5890,3
90940.7,13118.1,45,3885,254,-4040,3
90956,13595.5,43,3885,254,-4800,3
90961.7,13799.6,48,3885,254,-4830,3
90974,13322.2,12,2755,229,-8292,0
90986.3,14178.3,51,3885,254,-5050,3
91000.1,13073.1,58,3885,254,-6130,3
91025.2,12771.1,54,3885,254,-4940,3
91032.2,13875.5,64,3885,254,-3950,3
91054,14489.9,62,3887,293,-6164,0
91098.6,13167.6,39,3885,254,-5140,3
91147.8,13687.5,56,3885,254,-3150,4
91203.8,13575.3,70,3885,254,-5660,3
91204.3,12839.3,50,3885,254,-4350,3
91207.7,13258.4,55,3885,254,-5420,3
91252.4,14130.4,73,3885,254,-3480,3
91283,14563.3,74,3888,291,-7959,0
91286.1,11977.3,61,3885,254,-6320,5
91289,15160,47,3714,299,-7830,0
91296,16375.7,70,3140,305,-6837,0
91307.9,13788.7,48,3885,254,-5060,3
91380.1,11306.7,57,3885,254,-5910,3
91396.4,11384.9,51,3885,254,-6590,3
91434,11686.3,56,3713,258,-4859,0
91482.2,13164.6,48,3885,254,-5530,3
91509.6,13679.7,70,3885,254,-5840,3
91516,13269.5,48,3885,254,-5170,3
91518,14012.7,32,3980,316,-6982,0
91527,16358.5,133,3458,339,-6336,0
91536,11961.7,27,4151,275,-6886,0
91537.1,13833.4,65,3885,254,-5590,4
91552.3,14208.4,53,3885,254,-3390,4
91590.4,13345.9,61,3885,254,-5000,3
91637,14994.8,243,3711,302,-8839,0
91674.1,12137,61,3885,254,-4580,4
91675.6,13267.7,58,3885,254,-4540,3
91686.8,13863.7,47,3885,254,-4790,3
91690,11157.5,170,4337,262,-7129,0
91699.4,12123.1,61,3885,254,-4610,4
91710.7,12126.2,61,3885,254,-4750,4
91755.4,13846.5,62,3885,254,-5920,3
91781.1,13997.2,65,3885,254,-5640,4
91817,12027.7,30,4061,242,-5269,0
91834.2,14437.9,52,3885,254,-3730,3
91846,13619.9,99,4251,314,-9962,0
91861,14970,112,3296,358,-7784,0
91892.5,11516.9,39,3450,220,-2630,4
91896.1,13907.2,66,3885,254,-5790,4
91919,14662.4,56,3979,329,-7262,0
91921.6,13627.4,57,3885,254,-5650,3
91950,14043.2,81,3719,283,-6274,0
91964,12469.1,33,4062,275,-5394,0
91969,11223.7,41,4241,230,-4929,0
91995.2,12033.4,31,3450,220,-2750,4
92005.3,14123.4,70,3885,254,-5250,4
92012.1,12249.3,50,3885,254,-5250,2
92023,14971.1,67,4068,335,-6598,0
92030,13985.5,237,3890,312,-8400,0
92062.8,13750.7,62,3885,254,-4800,3
92081.7,12935.7,62,3885,254,-5470,3
92106,11624,40,4059,236,-5656,0
92110,13509.6,30,4064,294,-5886,0
92139,12332.5,50,2608,228,-2720,0
92142,14199.5,46,3974,295,-8044,0
92170,11522.9,104,4246,271,-7301,0
92182.6,13631.5,61,3885,254,-4920,3
92219.9,12432.4,63,3885,254,-4920,4
92275,14005.2,43,3980,378,-6675,0
92280,12477.3,39,3787,235,-6221,0
92319.6,13666,54,3885,254,-6620,4
92328,11029.7,31,3706,228,-5937,0
92334.4,13683.7,61,3885,254,-5160,4
92395.8,13749.3,54,3885,254,-6910,4
92434,14031.5,72,3796,290,-5909,0
92442.1,13586.8,74,3885,254,-4600,3
92503,12888.3,211,3715,251,-7139,0
92503.3,14246.2,55,3885,254,-4620,4
92534,13462.4,50,3224,271,-5812,0
92539,14332.8,149,3886,300,-5339,0
92578.6,14819.8,43,3885,254,-5590,3
92585.3,14025.1,50,3885,254,-5580,3
92624,11895.2,50,4520,263,-5161,0
92685,13865.6,63,3885,254,-5090,3
92695.3,13877.9,70,3885,254,-4900,5
92746.5,13619.4,71,3885,254,-6700,3
92755,13127.1,43,3806,303,-7859,0
92789.4,12612.8,62,3885,254,-4230,3
92795.1,14157.6,60,3885,254,-4960,4
92828,14285.3,49,3885,254,-6190,3
92908.9,14192.3,53,3885,254,-4560,3
93081.1,13535,74,3885,254,-5000,3
93084,14971.3,71,3808,329,-7089,0
93126,14453.3,53,3803,290,-9233,0
93179,15505.6,53,3632,323,-7544,0
93216,16322.1,75,3635,376,-9195,0
93227,14703.1,47,3802,311,-5737,0
93230.1,12430.6,59,3885,254,-6590,4
93303.8,12482,55,3885,254,-6960,4
93355.1,13795.2,45,3885,254,-4850,3
93364.8,14329.4,44,4249,294,-524.373,4
93459.5,12556.3,71,3885,254,-6260,4
93466.3,13337.2,69,3885,254,-4370,4
93490,15533.1,184,3803,337,-7554,0
93589.4,12452,31,3450,220,-1420,4
93589.8,13680.7,111,4249,294,-5703.86,5
93624,12022.1,84,4241,247,-6505,0
93626,13855.9,25,4158,271,-6333,0
93662,15920.5,40,3550,336,-8739,0
93682.2,14216.4,45,3885,254,-4750,3
93700.9,14144.5,37,4249,294,-5714.22,3
93822.1,11519.8,28,3450,220,-1620,4
93868,12819.1,135,4057,248,-6065,0
93905.4,12898.6,64,3885,254,-6350,4
93927,15710.6,152,3224,321,-8387,0
93941.6,12580.2,27,3450,220,-3060,4
93944.3,13322.8,72,3885,254,-4950,5
93957,14158.1,47,4249,294,-5755.07,3
93967,14556.2,55,3802,291,-6772,0
93973.5,15031.9,51,3885,254,-3790,3
93977.7,14267.5,35,4249,294,-5579.09,4
94060.8,15338.4,61,3885,254,-4030,4
94080.8,13783.6,49,4249,294,-5662.94,4
94102,12324.9,50,4155,261,-5956,0
94141,13215.8,155,3456,234,-9388,0
94158.5,13517.1,42,4249,294,-6448.1,0
94226.5,14168.2,67,3885,254,-5830,5
94287,15466.8,71,3885,254,-4760,5
94359,11853.7,31,4245,293,-7039,0
94378.1,13682.6,64,3885,254,-5150,4
94380.2,14413.8,42,4249,294,-5484.76,3
94473,15561.2,196,3988,398,-11955,0
94550,15035.1,79,3382,317,-7143,0
94592.3,13998.2,40,4249,294,-5737.54,3
94609,15961.1,64,3633,342,-6559,0
94618,17083.7,92,3633,365,-8497,0
94659.3,13778.6,41,4249,294,-5806.7,3
94688.2,14942.3,67,3885,254,-4010,5
94688.6,14025.7,43,4249,294,-5887.14,3
94747,15230.1,80,3889,322,-6792,0
94747.9,13717.9,48,4249,294,-5667.16,5
94766,13346.1,182,3798,283,-6195,0
94817,18614.5,76,3982,356,-9338,0
94854.9,14756.6,51,4249,294,-5476.5,5
94861,13092.1,217,1746,164,-3329,0
94869.4,14586.1,78,3885,254,-4890,4
94925.4,14754.2,41,4249,294,-5653.3,3
94943,12963.9,126,3803,284,-5778,0
94946.7,14929.7,59,4064,283,-6790.94,0
94949.5,15214.5,70,3885,254,-5240,4
94973.5,14078.8,47,4249,294,-5696.39,4
95005.3,13836.4,49,4249,294,-5649.94,5
95056.9,14388,58,4249,294,-5910.85,5
95068,15031.8,70,3885,254,-4240,5
95079.3,14115.6,50,4249,294,-5670.42,4
95094,11690.3,55,4709,245,-4200,0
95151,14722.1,35,3543,280,-8205,0
95162.3,14610.9,46,4249,294,-5509.27,5
95165.4,14208.7,53,4249,294,-5458.11,4
95178,13563,207,3883,291,-7155,0
95197,13968.3,43,4063,294,-5120,0
95216,12609.2,30,3978,267,-5374,0
95221.8,14285.8,54,4249,294,-5736.03,4
95222,12602,267,4157,276,-6507,0
95238,13023.9,88,4429,275,-6347,0
95238,12933.4,39,4429,273,-6333.7,0
95259,16263,159,3628,299,-5671,0
95263,12435.3,26,4064,275,-6925,0
95273.8,14357.4,35,4249,294,-5719.22,4
95286.5,13472.8,45,4249,294,-5892.9,4
95294.2,14831.9,66,3885,254,-4460,4
95342.1,13769,150,3893,305,-7433.65,0
95430,17766.9,57,3544,336,-8758,0
95456.1,14500.8,52,4249,294,-5724.15,3
95559.3,13672.2,52,4249,294,-5755.27,4
95573,12359.9,197,4156,256,-6850,0
95591.9,15155.1,70,3885,254,-5020,4
95644.6,14326,43,4249,294,-5650.1,5
95670,16357.5,172,3714,321,-7268,0
95685.2,15007.4,46,4249,294,-5612.06,4
95689.1,14180.5,55,4249,294,-5612.08,4
95702,16277.3,94,3545,339,-5959,0
95715.7,14746.6,45,4249,294,-5653.07,4
95724,16151,55,3630,335,-9819,0
95819.8,13357.4,52,4249,294,-5861.35,4
95844.9,13414,46,4249,294,-5761.78,5
95849,12856,44,4146,259,-6398,0
95961,15206.2,183,4075,368,-9006,0
95991,12958.4,128,4059,270,-8195,0
96031,13815.1,94,4067,301,-7380,0
96047.4,15060.2,183,3633,340,-8517.56,0
96064.3,14391.7,54,4249,294,-5714.92,4
96066.6,13647,55,4249,294,-5913.69,5
96066.6,14315.9,68,4249,294,-5583.14,5
96071,14477.5,51,4249,294,-5727.76,4
96110,13495.2,45,4342,296,-7750,0
96181.3,13755,58,4249,294,-461.511,4
96188.2,14465.4,65,4249,294,-5709.99,5
96190.7,14123.6,46,4249,294,-5660.23,5
96236,14845.8,201,4065,305,-10085,0
96274.8,14385.1,40,4249,294,-5635.17,4
96277.6,15318.9,60,3885,254,-5690,4
96281.5,14590.1,48,4249,294,-5732.6,3
96285.9,14293.6,60,4249,294,-5737.03,5
96320.5,15428.5,61,4249,294,-5506.14,4
96329.4,15165.1,71,3885,254,-4510,4
96340.2,13540,55,4249,294,-5744.82,4
96376.6,15514,71,3885,254,-4500,4
96388,12695.5,41,4071,284,-7025,0
96392,13178.4,99,3891,266,-6243,0
96400,14287.2,62,3221,284,-5843,0
96460.7,15335.9,49,4249,294,-5585.67,4
96477.8,15525,63,3885,254,-4810,4
96500.5,15010.9,42,4249,294,-5629.21,4
96524,12795.8,187,4246,259,-7441,0
96530,12844.9,24,4155,313,-9252,0
96538,11608.1,23,4803,286,-7983,0
96542,9043.34,21,4508,207,-3050,0
96593,13972.6,42,4245,277,-7286,0
96663.2,14667.5,54,4249,294,-5567.74,4
96712.6,13792.6,55,4249,294,-5758.16,5
96727,14931.4,30,3293,258,-6876,0
96773,12634.9,139,4148,287,-6422,0
96787.5,14552.1,56,4249,294,-5630.27,4
96820.6,14460.5,42,4249,294,-5662.34,4
96839,14570.3,32,4148,280,-5546,0
96910,13216.8,33,4332,308,-1869,0
96912.5,12774.3,33,3450,220,-3440,4
96914.3,14411,49,4249,294,-5731.79,5
96948.4,15447.6,63,3885,254,-3980,4
96994.4,14399.8,58,4249,294,-5507.04,5
97298.6,14488,50,4249,294,-5670.54,4
97301,18143.5,94,3556,373,-7136,0
97387.4,13635.3,168,4061,281,-5997.13,4
97433,13851,85,3796,270,-6459,0
97567,14720.9,206,3977,316,-7000,0
97605.4,12287.8,144,4061,281,-6019.87,4
97675.7,13819.4,157,4061,281,-5997.33,4
97867,12374.5,40,4428,272,-4862,0
98009.4,13531.9,166,4061,281,-6092.28,4
98011,21874,92,3305,436,-7816,0
98062.5,13579.4,162,4061,281,-5354.46,4
98134.9,12746.3,15,3450,220,-2490,3
98155.4,13572.5,171,4061,281,-6478.81,0
98176.2,13304,154,4061,281,-5748.09,4
98298,12045.1,61,4910,309,-7848,0
98318,10794,112,4611,261,-6448,0
98345.9,14235.2,35,3974,281,-6528.58,0
98370,13439.1,76,4245,274,-6451,0
98380.3,13685.8,144,4061,281,-5494.96,4
98417,12479.7,24,4152,249,-6600,0
98430.3,13662.9,174,4061,281,-5828.66,5
98475,16899.1,65,2605,299,-6292,0
98479.9,14528.8,55,4249,294,-5678.26,5
98485.8,13682.6,131,4061,281,-5322.32,4
98492,13252,47,4245,355,-9909,0
98597.4,13084,33,4341,316,-7968.02,0
98597.5,13606.9,164,4061,281,-5949.65,3
98678.8,14685.6,160,4061,281,-5738.39,5
98681,14744.9,54,4350,337,-11223,0
98686,16431.1,34,3631,306,-6111,0
98688,13383.5,60,3544,262,-8539,0
98703,16561.4,203,3983,341,-5502,0
98748.6,15704.3,58,4249,294,-5387.15,5
98809,10397.1,33,4617,246,-4553,0
98890,13655.6,163,4061,281,-5834.68,4
98892.4,14154.7,143,4061,281,-5638.6,5
98936.3,14052.1,177,4061,281,-5727.82,4
98942.5,13794.7,169,4061,281,-5851.87,4
99035,15664.1,95,3061,288,-6965,0
99065,12674.2,203,4248,263,-6710,0
99194,13676.7,48,4061,296,-8587,0
99218,13476.6,58,4347,360,-8187,0
99284,16461.3,57,3808,335,-6941,0
99358,13563.2,17,2322,217,-8477,0
99426,15745.8,56,3630,321,-6255,0
99465,13462.9,42,4251,322,-5279,0
99497.5,13228.4,145,4061,281,-5983.67,5
99579,13278.7,182,3971,281,-8949,0
99580,11586.5,48,4428,298,-8598,0
99689.8,14366.5,149,4061,281,-5676.77,5
99721,14192.4,40,4431,292,-9146,0
99780,15381.8,62,4346,332,-5578,0
99843.5,14072.7,171,4061,281,-5909.66,4
99935,12028.3,39,4521,265,-7819,0
99985,15579.1,133,4069,309,-4230,0
100150,16139.8,77,4359,399,-6516,0
100276,13183.2,129,4533,259,-6767,0
100285,12232,48,4429,278,-6058,0
100444,12426.5,68,4077,333,-5076,0
100453,13459.1,66,4247,309,-7683,0
100657,13811,141,4154,297,-10343,0
100694,14556.7,44,3450,220,-1960,4
100700,12350.4,58,4432,324,-9290,0
100721,12822.1,24,4820,308,-4643,0
100742,16321.1,62,3980,328,-8039,0
100745,14918.5,158,4061,281,-5567.3,5
100830,12872.5,33,4056,236,-5998,0
100861,14510.6,150,4061,281,-5609.26,5
100864,14787.7,153,4061,281,-5663.62,4
100942,15237,65,4255,345,-4114,0
101245,15563.5,60,4155,309,-7593,0
101370,13661.1,62,4243,273,-7821,0
101532,14189,146,4061,281,-5782.21,5
101543,13793.3,50,4536,307,-9117,0
101596,14115.9,48,4152,278,-5575,0
101644,13734.5,53,4710,258,-7282,0
101649,14750.1,166,4061,281,-5440.52,4
101705,14533.9,167,4061,281,-5460.55,4
101793,12448.2,116,4148,275,-7019,0
101854,14378.8,151,4061,281,-5799.06,5
101856,12401.7,57,4619,322,-4870,4
101858,17376.3,50,3634,322,-8351,0
101863,12414.3,57,4619,322,-4590,4
101876,11448.6,30,4523,270,-6348,0
101899,14367.8,153,4061,281,-5606.58,4
101900,12455.8,31,4621,289,-6603,0
101900,14499.6,37,3965,283,-6368.85,0
101934,14702.9,170,4438,348,-9408,0
101989,15831.8,93,3797,340,-6468,0
101990,14194.4,33,4521,314,-6909,0
102008,14431.5,151,4061,281,-5610.24,4
102157,14989.4,58,4340,357,-8431,0
102202,13196.9,82,4345,329,-6058,0
102280,15997.8,32,4068,339,-8216,0
102294,19923.2,50,3384,311,-3680,0
102313,16394,40,4153,323,-6697,0
102425,14103.9,150,4061,281,-5685.63,5
102492,14772.3,54,4248,308,-7417,0
102502,13729.6,159,4061,281,-5831.38,5
102517,13588.7,87,4342,306,-6310,0
102632,14303,144,4061,281,-5702.2,5
102718,10909.3,43,4712,233,-5939,0
102916,15083.6,247,4346,412,-11667,0
103044,11448,66,4907,249,-6929,0
103059,14432.7,149,4061,281,-5819.54,5
103142,13947.5,54,4250,335,-10075,0
103154,14770.5,55,4536,363,-9006,0
103238,18658.3,207,3892,367,-11930,0
103272,12077.7,204,4619,300,-6803,0
103338,13075.3,62,4619,322,-5040,4
103399,14877,40,3985,356,-9166,0
103447,14951.1,37,3975,315,-10049,0
103448,13235.2,26,3450,220,-1910,4
103561,14088.9,45,4344,288,-7853,0
103575,14214.8,158,4061,281,-5741.5,4
103595,14875.5,47,4251,290,-7308,0
103627,14000.7,48,3979,307,-7322.27,0
103653,15970,128,3463,277,-3689,0
103695,12771.4,15,3450,220,-2030,3
103745,12992.2,14,3450,220,-2810,3
103792,13440,178,4822,301,-6159,0
103850,10787.8,85,4804,237,-4705,0
103937,13644.9,59,4238,283,-9315,0
103977,12704.3,16,3450,220,-2730,3
104063,12657.2,41,4721,313,-6402,0
104073,13526.9,49,4249,274,-4535,0
104133,14434.4,154,4061,281,-5768.8,5
104143,16650.6,42,2831,298,-5616,0
104152,13016,85,4431,309,-7152,0
104172,14504.1,50,4439,339,-1876,0
104309,12549.8,36,4721,314,-6188,0
104331,14779.6,49,4529,333,-7776,0
104428,18336.7,124,3552,362,-8698,0
104447,15333.5,75,4442,404,-10892,0
104448,13322.1,198,4334,279,-8537,0
104475,15734.7,168,4525,350,-8409,0
104485,12895,34,4344,296,-7059,0
104518,14275.7,37,4345,312,-8010,0
104597,14437.6,39,4155,300,-8120,0
104601,11855.9,34,4623,262,-5846,0
104659,13243.8,68,4619,322,-6200,3
104676,15018.4,46,4066,311,-6693,0
104788,14342.2,135,4518,269,-4990,0
104812,13497,238,4343,305,-7817,0
104839,13869.8,66,4427,278,-6957,0
104850,12924.7,69,4525,270,-7579,0
104858,13072.8,43,4340,301,-5664,0
104901,14484.6,161,4621,309,-8855,0
105041,16800.8,48,4250,333,-5774,0
105045,15436.3,46,3805,332,-6346,0
105052,16155.2,58,3632,292,-23371,0
105073,13783.8,65,4812,321,-7044,0
105416,10531.8,34,4999,245,-4725,0
105499,9829.77,37,5007,223,-5063,0
105613,12625.8,31,4156,249,-5668,0
105634,12466.1,46,4619,322,-6250,3
105660,13221.9,25,4808,263,-5544,0
105701,10600.3,48,5208,244,-7005,0
105874,15081.4,195,4247,321,-9842,0
105916,16495.1,71,4075,338,-8187,0
106176,14141,237,4434,303,-7372,0
106178,13918.4,50,4156,308,-8856,0
106208,15914.8,7,2329,237,-8473,0
106317,14973.4,70,4438,344,-8185,0
106580,12343.2,56,4623,315,-8275,0
106676,14153.1,39,4619,322,-5460,4
106705,15862.6,57,4157,319,-7445,0
106860,18329.4,51,3891,359,-6870,0
106979,16827.2,55,4346,357,-9409,0
107212,12928.1,62,4527,283,-6402,0
107232,17556.2,39,3806,328,-7601,0
107307,12836.4,126,4807,252,-8927,0
107516,14868.9,53,4717,306,-8033,0
107538,14434.9,51,4528,303,-6925,0
107553,15068.5,44,4252,302,-7120,0
107583,14738.9,37,4619,322,-6660,5
107642,15277.1,244,4623,357,-10052,0
107885,15934,42,4619,322,-5080,5
107906,13169.7,180,4717,312,-11311,0
107938,13956.2,53,4426,271,-5190,5
107939,14256.8,58,4619,322,-6310,5
108000,15292.2,52,4619,322,-6510,3
108034,16400.2,101,4071,365,-9850,0
108060,15104.1,44,3982,312,-7102.68,0
108070,12315.4,35,4521,299,-5844,0
108146,14504.7,49,4619,322,-6670,4
108191,14337.6,55,4619,322,-7580,5
108334,13361.8,161,4624,319,-7988,0
108556,14089.3,44,4619,322,-6640,5
108562,12128.2,99,5020,302,-5961,0
108919,14820.1,48,4619,322,-6720,5
108933,13524.4,40,4619,322,-7760,5
108935,14688,29,4347,338,-7495,0
108938,15427.9,47,4619,322,-5980,3
108978,14873,73,4625,330,-8004,0
108992,15298,47,4619,322,-6380,4
109114,15185.6,40,4619,322,-6210,3
109300,14351,49,4619,322,-6920,4
109322,16411.4,52,4619,322,-6910,4
109353,12012.5,82,4716,268,-6471,0
109359,15798.9,47,4619,322,-7280,3
109412,12462.7,21,4617,284,-5505,0
109520,15415.7,34,4619,322,-6320,3
109579,14828.4,38,4619,322,-6320,5
109583,14230.8,46,4619,322,-6530,4
109640,14996.8,47,4619,322,-6200,5
109643,14684.2,36,4619,322,-6900,4
109643,14669.9,36,4619,322,-6680,4
109747,14959.7,54,4619,322,-7500,4
109767,15351.1,53,4619,322,-6770,4
109827,10265.4,43,4905,235,-2470,4
109834,16906,36,4619,322,-5920,3
109908,15143.5,46,4619,322,-6400,5
109946,10228.2,49,4905,235,-2360,4
109953,14935.2,46,4619,322,-6550,3
109954,14600.6,48,4253,323,-7245,0
109979,16171.4,65,4633,351,-8090,0
110002,15818.6,33,4619,322,-6700,3
110065,16563.6,37,4619,322,-5100,4
110073,13554.7,55,4426,271,-4660,4
110121,15563.6,38,4619,322,-6380,3
110121,16513.4,39,4619,322,-4800,3
110170,14522.4,31,4619,322,-6240,3
110184,17033.2,32,4619,322,-5640,3
110185,15934,49,4619,322,-7670,4
110248,10218.7,41,4905,235,-2250,4
110259,14485,48,4619,322,-7260,4
110259,9989.74,33,4905,235,-2380,4
110268,15978.2,47,4619,322,-6220,4
110276,14294.7,42,4619,322,-8160,3
110327,15502.9,179,4063,329,-9131,0
110370,17232.3,41,4619,322,-5710,4
110382,11621.8,46,4905,235,-3500,3
110413,15792.2,32,4619,322,-5570,3
110418,16964.5,38,4619,322,-5280,3
110425,16808.3,35,4619,322,-6790,3
110451,12825.4,243,4717,300,-7586,0
110456,16423.9,34,4619,322,-6500,4
110472,16177.3,58,4343,315,-6636,0
110505,15802.9,39,4619,322,-6060,3
110534,15909.6,32,4619,322,-6040,3
110541,16762.6,34,4619,322,-6220,3
110551,16293.2,34,4619,322,-5650,4
110617,14708.8,54,4619,322,-8910,4
