Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Category
2982.3,4911.7,50,224,66,-1272.1,4
1.30E+05,16285,208,4073,349,-7703.9,0
12502,9363,86,618,136,-2616.8,4
1551,5152.8,32,91,68,-1229,0
27504,9848.1,21,1521,195,-2569.4,4
9089.1,6542.5,32,550,121,-2270.4,0
37731,9316,45,2053,180,-3659.7,5
1.64E+05,17581,73,6745,353,-7189.8,2
9270.3,7516.7,20,555,137,-3089.9,2
39734,9650.8,18,1884,197,-3162,3
4164.9,4833.3,16,340,71,-1327.9,4
9664.9,8125.1,24,554,143,-3567.3,0
2.86E+05,19456,24,6987,364,-8780.5,0
25502,8655.2,23,1520,156,-3197.9,3
1435.1,3737.3,32,99,39,-634.45,4
1487.3,3854.2,43,133,51,-981.62,2
8801.7,5653.2,16,653,99,-2066.8,0
1.99E+05,19068,39,7459,390,-7930.3,3
10462,8482.8,91,587,138,-2902.4,2
5481.8,8228,26,206,87,-2099.4,5
27314,8813.8,40,1365,157,-1869,4
3.75E+05,22901,84,12509,537,-10337,0
2.84E+05,23495,79,8871,540,-9541.2,3
10427,9816.7,35,586,153,-1810.6,3
73819,12582,21,3629,249,-4090.9,2
79936,13029,66,3539,272,-5981.3,3
73628,12110,28,3631,249,-3971.2,2
3394.5,4747.3,18,248,72,-1145.3,4
34592,9885.6,129,1690,207,-4435.2,4
35006,9869.2,33,1933,204,-3824.3,0
20511,8320.7,65,1157,145,-2905.5,5
16724,9808.8,85,973,173,-3862.7,2
30855,9385.4,125,1747,171,-3223,5
1.45E+05,14612,158,6058,309,-5956.1,4
7364.6,5886.1,26,544,93,-1465.7,3
1.54E+05,20753,105,5538,448,-8729.7,2
13804,8746.3,14,729,147,-3007.7,3
38278,10852,113,1751,206,-4052.3,3
30179,9775.1,124,1748,171,-3458.8,0
62082,13877,57,2823,222,-2731.6,4
36233,9458.5,43,1996,197,-4509.5,5
6991.7,5612,137,486,110,-1619.1,5
1447.7,3778.9,43,132,51,-1014,2
1.10E+05,10264,43,4905,236,-2469.5,4
10328,10330,36,587,155,-2319.7,2
26232,9636,28,1416,173,-3334.3,3
1.23E+05,16518,148,4923,382,-10382,0
13659,9460.8,17,729,147,-2768.3,4
33274,9441.5,88,1923,176,-3637.9,4
2.52E+05,20673,71,8871,540,-15201,3
35519,10261,118,1691,209,-4243.1,5
34343,9797.3,126,1692,207,-4451.9,4
10907,7940.1,33,653,157,-3365.6,4
13485,8540.3,24,730,147,-2923.7,4
25470,7586.5,31,1413,167,-3020.4,3
17643,10498,81,972,173,-3850.4,4
72650,11598,22,3131,225,-4920,0
11381,6631.5,19,656,135,-3968.1,0
3552.3,4671,43,270,74,-2271.8,0
59667,11468,42,2823,224,-4610.1,4
26697,9241.1,27,1363,156,-2210.4,3
9607.9,8739.6,24,555,139,-2787.7,4
5.16E+05,23349,124,18066,540,-11397,4
27205,10944,33,1110,166,-584.64,4
73950,12000,21,3631,250,-4590.2,2
1.63E+05,15309,73,6076,411,-10038,0
9562.2,7568.6,30,554,137,-2942.3,3
27628,9287.9,102,1403,158,-2991.1,4
3.09E+05,26583,114,9560,584,-15416,0
5170.3,6129.9,24,342,84,-1440.7,1
20353,8691.7,94,1162,164,-3484.1,4
14233,7167.7,80,809,120,-2347.7,3
93226,14705,47,3801,310,-5737.1,0
1.13E+05,17770,40,4620,323,-5889.5,4
90963,13798,49,3886,255,-4830.5,3
12088,8155.5,81,693,128,-2519.1,3
17294,9179.9,31,931,183,-4184.3,1
1960.9,4140.7,5,166,62,-1102.1,3
52882,9337.7,24,2600,187,-4029.6,3
59533,14880,156,2611,304,-6658.2,2
24320,11150,29,1163,204,-4889.3,0
39620,11831,47,2117,194,-3743.7,5
1.64E+05,16548,68,6744,352,-7679,3
53678,11273,107,2535,210,-4534.6,5
79192,14726,34,3137,265,-6062.7,0
3.10E+05,19287,269,10680,425,-11226,0
1.75E+05,18253,152,6071,364,-6917.4,0
70302,12156,32,3131,266,-5730.4,0
2717.4,4577.7,5,222,66,-1530.9,0
13482,6599.4,23,804,97,-1499.7,4
1910.1,4280.9,4,165,62,-1049.5,3
4763.1,6040.2,19,344,86,-1070.7,1
1.96E+05,21427,68,6746,404,-6269.6,3
28868,8891.6,34,1627,178,-3415.1,4
1.74E+05,20726,93,5536,448,-8461.2,2
95005,13836,50,4248,293,-5649.8,5
12315,8998.7,78,620,136,-2566.5,4
12407,9838.2,71,619,137,-2528.7,4
2.74E+05,21064,69,9134,427,-10286,0
87185,11714,16,3450,219,-2500.9,4
51665,9879.3,18,2599,187,-3418.8,3
26567,9113,29,1365,157,-2249.3,3
71465,11743,42,3210,263,-5628.5,5
4404.6,5261,20,342,86,-1840.7,1
23368,10599,13,1020,160,-2047,0
7520.2,5510.8,76,456,104,-1898,2
11523,8766.3,43,653,156,-3270.6,4
57875,10714,140,2905,216,-4515.3,2
16920,7406.6,45,931,130,-2584.4,0
11400,5951.5,18,764,101,-1900.1,4
60845,15103,141,2609,305,-6557.6,3
32063,10350,78,1466,171,-5004.1,0
9287.7,7740.1,16,554,139,-3057.8,2
51168,14248,41,2465,233,-4042,3
14425,9775.7,22,729,148,-2741,4
2.20E+05,18110,81,7227,379,-11278,0
4.12E+05,19513,70,14124,474,-10600,5
1.61E+05,15954,73,6745,353,-7748.3,2
1714.3,4894.3,18,146,76,-1599.8,0
2.47E+05,22778,101,8350,536,-12499,3
4132.5,6822.8,30,205,86,-2160.5,4
1.87E+05,17953,247,7098,354,-8691.5,0
11707,9069,91,618,136,-2734.3,4
5.46E+05,25490,57,15346,608,-17056,0
73400,12430,25,3630,250,-4950.1,2
33690,10811,35,1635,194,-4397.3,0
72069,12167,56,3545,289,-5646.9,0
4.70E+05,23865,50,15505,484,-12401,3
12287,8558.9,81,693,127,-2403.9,3
97676,13819,158,4060,281,-5996.9,4
2165.7,4000.7,19,166,54,-1113.3,2
4622.5,8211.6,25,270,132,-2623.1,5
3159.4,5237.5,39,248,71,-1085.3,3
11285,5804.5,18,765,101,-1906.8,4
31830,10214,18,1526,163,-3603.1,0
38129,10922,100,1750,205,-4103.2,2
21613,10225,40,1163,196,-4322.4,0
51766,9269.9,29,2599,189,-3740.5,2
4.77E+05,25496,58,15505,484,-10900,3
1.61E+05,18166,79,6289,387,-2669.3,3
25859,8534.3,23,1414,166,-1919.6,5
11319,6484.6,22,765,103,-1782.7,4
37710,10561,126,1751,205,-4200,3
38199,10072,21,2117,192,-4052.1,4
89156,14548,50,3541,267,-5977.3,0
1.61E+05,18625,79,6290,387,-7790.1,3
1.16E+05,19080,62,4070,405,-8054.9,0
97301,18142,94,3557,373,-7136.5,0
14481,7245.9,65,971,133,-2638.1,3
5771.2,8145.9,23,206,86,-931.24,5
56658,10483,56,2595,186,-6182.1,0
83453,9152.5,33,3449,221,-2510.5,3
9353.5,6751.9,20,554,137,-3312.7,3
1.42E+06,36654,128,36502,874,-17264,0
1.60E+05,16293,77,6745,351,-7669,2
71614,12668,30,3212,263,-5663.6,5
2032,4428.7,5,167,62,-1031.1,3
53.077,2708.5,7,4,33,-307.89,1
3.99E+05,18467,82,14124,474,-8370.4,4
17700,8204.8,31,937,160,-3108.8,0
2.03E+05,18076,56,7459,390,-8110.1,5
20883,9372.6,93,1161,163,-3361.6,4
30906,11267,30,1110,165,-900.12,4
36550,10107,42,1998,196,3071.4,5
12835,8302.1,42,620,135,-2862.4,3
28756,8803.8,44,1625,180,-3632.5,5
40858,12385,39,1580,235,-2850.9,4
4499.5,7111.1,26,204,85,-2049.8,3
2.22E+05,22893,209,7839,426,-11300,0
6329.3,4890.8,7,395,77,-1574,0
13105,7105.2,22,764,105,-1728.1,3
4.78E+05,24732,44,15506,483,-11301,4
78541,12456,49,3539,273,-3569.1,4
10386,6781.1,13,690,109,-3409.8,3
60333,11465,35,2822,223,-6029.2,4
4.71E+05,25331,51,15505,483,49601,4
13960,8096.9,36,811,178,-2420,0
2.30E+05,17981,102,7956,366,-9003,0
86430,12910,37,3450,220,-2561.6,4
8022.4,6709.7,18,483,112,-1961.4,0
2216.4,4212.8,20,165,53,-1019.6,2
5285.1,4979.4,23,365,73,-1164.3,0
2485.1,4238,18,185,76,-719.54,0
69168,13268,94,3374,248,-3877.1,1
69365,14274,66,2191,224,-4410,4
52610,9796.2,26,2600,188,-3419.6,3
3.76E+05,25206,254,10839,506,-12990,0
80198,13019,64,3539,271,-6511.2,3
57933,14241,38,2189,215,-4619.5,3
2.54E+05,25083,101,8350,536,-8879.7,3
32317,11113,123,1693,205,-4262.1,4
1.13E+05,11672,45,4905,236,-3291.9,2
38924,11011,22,1870,191,-3831.2,0
27498,8802.4,45,1364,155,-1910,3
90410,13694,51,3885,255,-6030.7,3
4272.4,5053.8,10,316,80,-1351,2
1454.6,4008.7,41,133,51,-961.92,2
3037,5228.4,50,224,68,-1251.5,3
1.14E+05,11620,42,4905,234,-4199.3,2
4111.4,5750.7,127,317,88,-1578.2,3
3.17E+05,24513,109,11125,510,-10143,0
27524,10633,39,1470,214,-4207.4,3
1.77E+05,17747,70,6746,404,-5109.7,3
13823,10521,19,692,167,-6020.8,0
3499.6,5214.1,48,133,51,-790.04,3
11055,8695.9,30,655,155,-3200.9,4
24390,10088,41,1313,208,-2502.4,0
69791,12671,78,3214,268,-8707.9,0
1.95E+05,17774,50,7459,391,-4210.1,3
39044,9009,14,1886,197,507.7,3
1.35E+06,36026,506,29096,943,-19151,0
1.14E+05,16159,73,4732,379,-7506.9,0
9697.3,6411.7,60,652,104,-2685.5,0
47330,13855,69,2061,273,-5757.5,4
888.38,3891.3,0,75,57,-710.14,0
1.03E+05,13074,62,4619,323,-5040.1,4
4350,5462.6,17,292,88,-892.84,2
36152,10792,48,1581,234,-2730,2
39046,9079.3,16,1884,195,-2791.5,3
4162,5403,110,319,88,-1511.4,3
17437,9920.7,74,974,172,-3819.1,4
3018.7,5328.1,52,223,66,-1200.4,2
43234,9203.6,102,2180,159,-3307.7,0
1.41E+05,13839,167,6058,308,-6197.5,3
1.62E+05,13873,192,6170,290,-8064.2,0
4103.3,7320.7,70,249,101,-2200.3,4
39535,10906,18,2119,193,-3860.5,4
11120,5756.9,22,765,101,-1916.7,4
4252.4,6244.2,122,318,87,-1428.2,3
52792,11049,29,2394,216,-4349,4
6.40E+05,29162,122,15885,657,-13216,0
13913,7106.8,98,810,119,-2405.9,4
37563,9213,40,2054,179,-3817.4,5
7418.8,7027.1,26,456,119,-3253.6,0
25660,8114.6,27,1515,129,-3084.4,0
78796,13874,63,3467,319,-7298.4,5
21648,8085.1,24,1204,147,-5202.1,0
25215,9829.7,45,1313,199,-4293.6,0
4721.1,8160.6,25,271,131,-2667.9,5
4001,6991.1,74,250,102,-2235.8,4
12226,6735.5,7,766,104,-1828,3
4963.2,6123.7,29,342,86,4910.8,2
7561.1,5782.5,75,458,104,-1863,2
91289,15161,48,3713,300,-7828.8,0
12090,7797.9,83,695,129,-2773.2,5
1.44E+05,14564,57,5845,314,-6360.5,5
16150,9141.6,18,846,154,-2614.8,0
3980.4,4737.2,14,316,79,-1241.3,2
49092,11181,21,2677,217,-5139.2,3
3.72E+05,19650,48,11717,442,-8174.5,0
12967,10072,74,619,137,-2229.8,5
5228.5,6898.2,58,346,107,-2159.9,3
63430,12398,31,2823,224,-3940.5,4
79623,13539,55,3539,272,-6179,4
1.46E+05,11807,35,6284,287,-8455.9,0
44224,11557,14,1886,195,-3701.6,4
1.60E+05,18942,88,6291,387,-9320.2,3
7149.6,5710.4,49,545,93,-1624.5,4
53.831,2530.6,6,6,33,-254.66,1
87067,11068,18,3451,219,-3190.6,3
14823,7165.8,50,971,135,-2527.5,3
17421,8994,85,844,143,-2679.2,3
1.39E+05,16199,162,5742,363,-10030,0
10807,7283.3,19,649,134,-3199.3,0
57089,10188,42,2754,247,-5018.7,4
16776,8775.4,51,894,181,-5083.6,0
1.44E+05,18118,66,5536,449,-5879.8,1
3.34E+05,19681,89,11880,456,-8994.7,0
16651,9363.6,86,973,171,-3900.2,3
7237.6,6060.6,49,546,93,-1630.5,2
1406.9,3873.1,36,132,52,-942.62,2
11120,5825.7,32,763,102,-1911.9,4
1.42E+05,13760,190,6057,309,-6159.5,3
47537,11887,23,2188,215,-5209.5,3
73356,12492,28,3629,249,-4459.2,2
2227.3,3727,2,161,42,-565.46,5
59809,14593,157,2609,305,-6649.9,3
3.19E+05,18907,80,11419,538,-11279,0
52500,9185,20,2600,187,-2139.4,3
17016,7720.9,76,844,143,-2898.4,4
61216,13522,28,2753,248,-5869.3,3
21386,8345.5,87,1155,145,-2866.1,5
70897,12588,41,3210,261,-5526.7,5
2.31E+05,20202,110,8349,538,-7199.8,3
52568,10772,83,2746,225,-6399.1,0
12892,8247.3,46,767,164,-4926.9,0
65233,12179,32,2192,223,-6074.8,0
9914.7,8392.9,28,553,139,-2730.6,5
2.54E+05,21893,78,8346,485,-14229,0
9225,7490.6,20,555,139,-2944.8,2
5.20E+05,23094,120,18067,539,-11278,4
1.65E+05,17021,65,6745,351,-7370.4,2
4.10E+05,22198,58,14125,472,-8520.3,4
1.09E+05,12010,83,4715,268,-6472.8,0
30263,9453.2,120,1747,171,-3165,5
4787.7,5757,21,343,84,-1320,1
48696,11965,25,2187,216,-6057.8,5
27006,9387.7,27,1415,167,-2329.6,5
13342,7009.9,16,804,95,-1495.9,3
44379,10863,52,2189,205,-5273.8,0
38621,10663,41,2119,193,-3960,5
14232,8491.3,55,732,136,-3654.5,0
70119,12713,26,2980,262,-6649,0
9893.2,8352.8,21,621,124,-2370.9,3
1.97E+05,18039,49,7460,389,-8958.8,4
1.95E+05,17829,51,7460,389,-7498.9,3
5458.3,5922.2,6,340,68,-1487.9,0
5925.1,5859,13,400,108,-2996.8,0
4014,4119.8,14,341,72,-1495.4,4
85304,13929,57,3456,272,-5406.4,0
2923.7,5056,48,223,66,-1254.9,3
26379,9518.2,23,1415,173,-3425.6,4
75362,13252,44,3217,263,-4729.2,3
51427,8424.3,35,2598,187,-3361,3
28113,9571.3,99,1404,159,-2892.9,4
1.68E+05,15451,78,6058,293,-5752.4,0
5400,7151.1,18,292,80,-1401.3,2
1.11E+05,16477,47,4619,323,-6900.1,3
4131.3,7119.5,70,249,102,-2296.8,4
49.311,2441.9,92,4,33,-441.03,4
37230,10066,42,1996,197,-3460,5
54932,10038,55,2754,246,-4620.2,5
5053.9,7030.5,56,345,108,-2137.3,3
17470,7857.9,30,847,139,-3794.1,0
6.25E+05,26339,98,17897,674,-17669,0
39939,9741.1,29,1885,197,-3570.3,3
26922,9181,21,1414,165,-2220.7,5
49663,11235,33,2676,215,-4221.1,3
4084.4,6934.8,70,249,101,-2328.9,4
1.06E+05,15913,7,2328,238,-8472.8,0
35812,10153,109,1691,208,-4298.8,4
3005.9,4664.3,15,250,72,-1143.4,2
4350.8,5475.4,16,292,87,-1370.8,2
13429,6800.1,25,804,95,-1537.7,3
1.41E+05,14131,47,5843,315,-4558.6,3
1.10E+05,16965,39,4618,323,-5280.9,3
37448,9043,49,2053,181,-3673.1,5
91033,13876,63,3886,254,-3950.6,3
61732,12075,118,2904,218,-3930.1,4
5224,7034.8,60,345,106,-2168.2,3
80018,12727,49,3540,272,-5920.1,3
50179,11688,37,2192,224,-3801.2,3
2183.4,4139.7,21,165,54,-1072.9,2
49.818,2320,92,5,32,-523.11,3
2.05E+05,13974,65,8205,347,-10236,0
16553,8034.1,79,845,142,-2825.7,4
5590.7,6406.6,12,318,108,-2658.8,0
75254,11918,50,3217,263,-5429.9,4
6999.6,6991.3,165,485,108,-2332.4,4
20527,10030,37,973,147,-2032.1,0
18767,10904,32,773,169,-1068.8,4
7511.5,7559.4,156,487,108,-1779.1,5
29051,9645.1,29,1363,155,-1910.2,4
47456,13711,52,1581,234,-2090.9,2
93081,13534,75,3886,254,-5000.7,3
3980.3,4557.6,9,341,71,-1377.8,4
25917,11966,139,1066,201,-4701.2,0
13496,8470.8,11,730,147,-2864.6,3
79100,12846,55,3538,273,-6100,3
59762,13111,67,2823,223,-2538.7,5
36018,9628,42,1997,195,-4599.9,5
5.17E+05,23020,147,18066,539,-11456,4
10367,7064.9,12,688,110,-2078.6,3
1.23E+05,15287,66,4924,390,-8860.8,0
1.29E+05,13780,76,5420,345,-7672.6,0
12870,8636.1,25,767,173,-4905.6,0
28332,11443,57,1309,167,-6127.1,0
30650,8579.5,36,1527,179,-5609.9,0
81226,14923,66,3466,321,-7079.5,5
4677.4,5472.9,16,344,85,-1749.7,5
9474.4,7816.2,95,489,131,-2974.9,2
2.35E+06,50895,301,38971,963,-25389,0
11153,7234.2,59,656,132,-3760.5,0
18071,6882.5,23,1113,123,-3664.1,0
12155,9951.7,86,619,137,-2211.6,5
86516,10888,38,3883,231,-6322.9,0
29025,8944.1,35,1628,167,-3756.8,0
14533,8661.9,6,731,130,-3487.7,0
51.024,2272.1,8,6,33,-667.77,1
10311,6620.9,17,689,110,-2930,3
27459,9105,54,1409,140,-3120.9,0
57287,10637,19,2895,208,-4129.2,0
54630,11822,44,2822,222,-2059.1,5
29360,8627.3,35,1513,132,-1997.4,5
37653,9328,47,2054,179,-3811,4
40375,13152,31,1581,233,-4029.9,2
69951,14326,76,2193,223,-3059.6,2
1.66E+05,20352,91,5538,450,-9870.2,2
18494,8739.8,91,1063,163,-4551.1,0
68094,9526.8,25,3040,168,-4213.6,0
30238,9577.2,117,1748,172,-3227.3,5
11244,9070.8,29,655,157,-3005,4
2193.7,4162,30,164,53,-885.38,2
87122,11869,21,3449,219,-2530.9,3
1.61E+05,17079,90,6290,389,-12799,3
53428,8603.7,18,2963,193,-4362.6,0
1.63E+05,20688,111,5229,419,-10957,0
12167,8450.4,94,620,136,-2776.8,3
7491.4,6249.7,48,546,93,-1620.2,2
98013,21874,93,3306,436,-7817,0
9953.2,8659.8,44,587,154,-2341.3,2
1.40E+05,14608,39,5843,314,-4810.4,3
5760.2,5409.1,10,371,98,-1135.3,0
2192.7,4059.5,20,165,54,-1146.5,2
1318.4,4089.6,19,101,52,-930.63,5
51.593,2474.7,93,5,32,-450.51,2
3.63E+05,24161,369,11142,605,-13063,0
96713,13791,55,4249,294,-5758.7,5
2913.2,6006,55,207,95,-2344.3,0
12155,8408.9,84,618,136,-2653.5,3
12205,8458.7,83,693,127,-2538.4,2
9102.8,7968.5,23,492,123,-966.32,0
57889,12575,167,2326,263,-5597,0
60238,13394,60,2823,224,-3158.3,4
9446.1,8441.2,36,554,138,-2641.1,4
7659.7,5791.9,72,458,105,-1837.8,2
7659.4,5786.9,75,458,104,-1860.4,2
38004,8714.2,56,1992,208,-4201.4,0
47335,13755,69,2062,273,-5760,4
56289,11622,48,2462,226,-5021.7,0
18696,10642,28,773,169,-2470,4
51519,13142,45,2333,287,-6141.1,4
2.00E+05,21129,74,6745,404,-3380.4,3
1.42E+05,15344,212,5741,362,-8581,0
54019,13058,18,2678,215,-3800.7,4
1.62E+05,16555,64,6291,389,-11802,3
1.61E+05,18319,94,6289,388,-9629.9,3
1.31E+05,15531,58,5426,352,-6547.8,0
24648,8272.6,34,1464,165,-3056.2,0
26161,7853.1,97,1521,157,-2937.6,4
1.24E+06,34516,155,28832,722,-17046,0
26457,9995.1,84,1404,158,-2837,4
77229,13604,46,2837,312,-5517.4,0
17020,8951.7,37,932,183,-4020.6,2
38073,9270,38,2054,181,-3822,5
13321,6849.7,21,803,96,-1528.2,3
6031.4,5801.5,13,317,80,-1151.9,0
95237,13024,87,4429,276,-6347.7,0
13343,6450.9,16,803,97,-1604.1,2
31811,9638.4,28,1413,165,-2049.4,4
74451,12685,27,3629,248,-4240.3,3
25087,8397.9,23,1520,157,-3279.1,3
9219.9,7305.5,24,517,103,-1679.7,4
38461,12847,33,1582,234,-2379.3,2
50232,11886,40,2327,239,-5499.9,0
1.10E+05,11622,47,4905,235,-3499.2,3
32916,10723,74,1922,177,-3249.2,4
32573,10169,75,1923,175,-3478.5,4
4325.4,5926.3,19,340,71,-1182.5,4
25412,8081.2,25,1518,157,-3300.3,3
12246,6517.4,5,764,106,-1842.3,3
8624,7456.5,70,516,106,-1866.6,5
69442,14149,143,2820,258,-7351.7,0
9872.9,8396.4,13,622,124,-2363.8,3
60.562,2543.5,94,6,34,-420.65,4
34838,11351,36,1581,235,-1289.5,3
67075,13814,50,2192,225,-3107.8,3
1.62E+05,18316,80,6290,387,-11299,4
59649,13749,32,2754,276,-5626.9,0
30707,9520.2,117,1746,172,-3253.4,5
7480.4,7827.9,8,399,96,-2185.2,0
2.25E+05,19415,72,7096,377,-9814.5,0
20391,9009.5,93,1162,164,-3469.5,4
26392,7534.5,35,1414,167,-3009.5,4
1.97E+05,20202,83,6747,403,-4289,3
1.61E+05,17235,76,6743,353,-7132.5,3
3180.2,4748.5,36,249,72,-1175.6,3
4919.9,5965.7,23,342,85,-916.16,1
39373,10841,26,2117,192,-3958.8,4
2149.9,3604.2,10,162,44,-583.31,5
5.65E+05,25139,98,16960,614,-15978,0
25085,8888,33,1518,157,-3083.2,2
51702,9622.7,26,2600,187,-3230.1,5
95455,14500,52,4248,295,-5723.2,3
4794.4,8193.7,27,270,131,-2616.7,5
1468.3,3914.8,41,132,52,-1018.3,2
19540,7484.5,13,972,120,-2579.6,4
4.00E+05,21592,106,12822,502,-15413,0
1.41E+05,13225,169,6057,309,-6235.8,3
38130,9449.3,40,2054,181,-3807.7,5
1.64E+05,19188,83,6291,389,-9780.2,4
26227,9142.8,21,1414,174,-3513,4
20452,9237,88,1162,164,-3457.4,4
17347,6943.1,31,1023,135,-1832.2,0
78331,11622,41,3539,273,-7410.5,3
9408,7117.1,18,554,139,-3215,2
1.44E+05,12969,28,5735,305,-6279,0
3.09E+05,21309,98,10389,486,-11106,0
17223,10400,82,973,173,-3615.5,4
1.63E+05,21611,77,5858,435,-8887.4,0
7673.1,8745.6,21,459,150,-3098.1,0
46750,12282,48,2060,224,-1450.1,4
1.17E+05,12410,42,4905,234,-3608.5,2
9575.2,7424,13,621,123,-2420,2
9435.7,8151.8,18,555,137,-2979.7,3
55690,11304,67,2193,224,-2399.7,4
73397,12783,24,3630,250,-4120.1,2
25676,10775,28,1117,185,-4614.4,0
1838,5543.9,6,146,81,-1421.5,0
2.55E+05,22493,75,8870,540,-11900,3
73774,12394,25,3631,248,-2179.2,2
1.51E+05,20633,57,5538,449,-8199.1,2
39501,9592.1,15,1885,197,-2401.4,3
28841,8798.8,25,1365,156,-2790.9,3
12161,8177.1,78,692,129,-2447.9,4
1.46E+05,13642,162,6058,309,-6333,3
41534,11429,32,1415,165,-1451.3,3
24329,9125.4,78,1360,176,-1204.2,0
4244.2,4604.8,11,318,80,-2161,2
9301.2,7787.8,15,554,139,-3042.1,2
2987.6,5943.2,7,205,89,-1069.4,0
1.34E+05,14634,56,5958,357,-5621.7,0
13587,9038.6,19,729,149,-2887.7,4
1.40E+05,16264,53,5536,370,-8480.3,0
4.44E+05,27671,128,13325,692,-16712,0
12984,7803.6,15,807,132,-2768.1,4
13642,6749.6,14,803,97,-1571.1,5
50079,11333,21,2678,215,-4259.6,3
1943.7,4218.6,4,165,64,-1084.4,3
50976,10522,121,2533,210,-4555,4
76204,13112,47,3210,262,-5420.4,4
9484.5,6292.9,31,622,133,-3054.8,0
15377,7670.6,15,932,134,-3014.8,0
3829.9,5601.4,11,206,86,-1849.8,4
875.9,4080.5,20,53,50,-716.06,0
4.71E+05,22640,62,15505,484,-13900,3
1.89E+05,16458,88,7724,455,-8676.7,0
3034.7,4621.5,50,225,67,-1304.8,5
50283,7785.9,42,2599,189,-2520.5,3
1.16E+05,14674,56,4426,270,-6100.1,2
38925,8038.7,13,2310,157,-2925.7,0
1.38E+05,16106,84,5536,448,-9237.7,2
52267,13533,51,2334,289,-6134.3,4
2.04E+05,14283,62,8076,328,-7007.8,0
25536,9325.2,86,1520,157,-361.14,3
1.20E+05,17450,65,4535,348,-7539.7,0
5.17E+05,21198,127,18068,541,-11960,4
1.98E+05,19180,50,7459,389,-7890.3,4
1.44E+05,16635,181,5846,362,-7536,4
53629,13679,142,2197,230,-4974.8,0
37977,9500.3,41,2053,180,-3773,5
1.64E+05,16563,76,6743,351,-7424.7,2
4.12E+05,21042,62,14125,473,-8909.4,3
53199,12416,97,2534,209,-4211.5,5
33691,12358,33,1580,233,-2240.2,3
79097,12327,41,3540,271,-6218.7,3
12202,9285.6,88,619,135,-2604.8,4
4527.3,7763.1,28,271,132,-2732.5,5
7599.2,4883.9,9,583,89,-1468.8,0
39374,9531.2,24,1884,197,-2679.8,3
79184,12425,49,3539,273,-6752.8,3
27564,10020,29,1521,193,-1671.2,4
29998,8554.8,27,1513,132,-2103.7,4
27307,7712.9,39,1522,165,-2426,0
25343,9363.4,40,1363,175,-3870.1,0
36074,10140,28,1640,218,-3983.5,0
2550.5,5576.3,20,169,90,-1367.2,0
73487,12157,26,3631,249,-5200.9,1
2.80E+05,23921,82,8870,540,-13800,4
1.57E+05,17352,87,6407,426,-9497.2,0
69147,11269,145,3373,246,-5196.5,1
1.14E+05,11287,44,4904,236,-3999.1,2
12399,8540.8,87,620,135,-2892,3
2.81E+05,21387,65,9277,468,-9704.4,4
39579,9829.6,37,1992,183,-3987.5,0
37696,10262,32,2118,193,-4375.9,4
37978,9378,38,2055,180,-3800.1,5
20802,9221.4,87,1161,162,-3501.7,4
55458,11592,47,2604,242,-5080,0
6705,6677,2,207,67,-2343.6,0
38731,11857,24,1581,235,-3789.6,2
2229.8,4048.2,31,164,53,-1023.7,2
26601,10673,27,1414,175,-3312.4,5
37593,10473,40,1996,196,-3230.1,3
57227,10424,128,2905,216,-4614,5
57842,14273,24,2187,215,-5890.7,3
2.41E+05,17467,55,7474,378,-9444.5,0
9521.9,8183,97,491,131,-3018.6,2
2.84E+05,23333,71,8869,541,-15699,4
4320.2,5186.4,8,318,79,-530.92,2
45502,13294,43,1582,233,-1560.5,2
12001,8372.1,88,693,129,-2510,2
13828,8544.2,35,806,147,-3980,0
35985,10866,32,1111,165,164.48,3
11188,5824.5,22,763,101,-1873.7,4
60102,13914,83,2197,319,-7560.3,0
4368.6,7958.7,21,251,121,-2420.2,0
3.29E+05,16029,287,11714,376,-8653.7,0
1.17E+05,15829,55,4425,270,-5120.5,3
12268,8526.6,93,618,136,-2801.2,3
4.35E+05,23712,99,11281,471,-9048.5,0
13871,6990.4,19,805,97,-1562.5,3
52.343,2498.2,7,6,32,-539.92,1
1.63E+05,18930,75,6743,353,-6264,3
14021,7570.5,87,809,119,-2332,2
9162.8,7394.5,17,554,137,-3050.4,2
7989.8,6972.7,33,429,111,-3077.1,0
91283,14563,74,3889,291,-7959.7,0
1.58E+05,19786,65,5015,334,-7008.4,0
12856,7714.4,15,807,133,-2770.6,4
87581,11032,15,3451,220,-2500.2,3
4164.9,5625.7,112,317,89,-1403.8,2
2.02E+05,22075,102,7224,466,-9147.7,0
7119.3,5854.8,49,544,93,-1662.4,4
2.02E+05,21804,87,6758,469,-10894,0
23041,9383.9,32,1314,176,-3823.8,5
5443.8,7622.6,17,291,80,-1520.6,2
3461.7,5178.9,49,133,51,-790.29,2
29900,9630.1,97,1635,179,-5092.6,0
10539,10055,35,586,154,-2131.8,3
26455,9001.8,23,1414,166,-1441,4
8645.4,6654.2,21,515,103,-2441.7,4
4463.3,5819,18,292,87,-772.8,5
4073.1,7011,71,250,101,-2311.6,4
22982,10327,57,1112,162,-3970.9,0
1.34E+05,14134,251,5855,329,-9905.2,0
7570.4,5778.9,77,456,105,-1881.5,2
3112.7,4716.1,33,250,71,-1187.2,3
17084,7507.3,22,1017,137,-2070.4,0
81885,13848,73,3540,273,-6420.1,4
22704,9590.1,97,1113,179,-5146.3,0
1938.9,4397.7,5,166,64,-1053.6,3
